AmbulanceR,BikeAge,BikeAlcFlg,BikeDir,BikeInjury,BikeSex,City,County,CrashAlcoh,CrashDay,CrashGrp,CrashHour,CrashMonth,CrashType,CrashYear,DrvrAge,DrvrAlcFlg,DrvrInjury,DrvrSex,DrvrVehTyp,HitRun,Latitude,Longitude,RdConditio,SpeedLimit,TraffCntrl,Weather,Workzone,DrvrAgeImputedFlag,BikeAgeImputedFlag,MonthCode
No,30.0,No,With Traffic,C: Possible Injury,Male,None - Rural Crash,Onslow,No,Monday,Motorist Overtaking Bicyclist,21.0,May,Motorist Overtaking - Other / Unknown,2014,59.0,No,O: No Injury,Male,Pickup,No,34.71497646,-77.16305526,Dry,50 - 55  MPH,"Double Yellow Line, No Passing Zone",Clear,No,0,0,5
Yes,26.0,No,Not Applicable,C: Possible Injury,Male,Greensboro,Guilford,No,Saturday,Bicyclist Failed to Yield - Midblock,9.0,May,Bicyclist Ride Out - Commercial Driveway / Alley,2014,16.0,No,O: No Injury,Female,Passenger Car,No,36.0889049,-79.77478933,Dry,30 - 35  MPH,No Control Present,Clear,No,0,0,5
Yes,26.0,No,With Traffic,C: Possible Injury,Male,Wilmington,New Hanover,No,Saturday,Loss of Control / Turning Error,16.0,May,Motorist Lost Control - Alcohol / Drug Impairment,2014,30.0,Unknown,O: No Injury,Female,Passenger Car,Yes,34.20806589,-77.83647255,Dry,40 - 45  MPH,No Control Present,Clear,No,0,0,5
No,10.0,No,With Traffic,C: Possible Injury,Male,Surf City,Pender,No,Sunday,Bicyclist Failed to Yield - Signalized Intersection,13.0,June,Bicyclist Ride Through - Signalized Intersection,2014,20.0,No,O: No Injury,Male,Passenger Car,No,34.42634738,-77.5454762,Dry,30 - 35  MPH,Stop And Go Signal,Clear,No,0,0,6
Yes,68.0,Unknown,With Traffic,C: Possible Injury,Male,Holly Springs,Wake,No,Tuesday,Motorist Overtaking Bicyclist,16.0,June,Motorist Overtaking - Bicyclist Swerved,2014,26.0,No,O: No Injury,Male,Passenger Car,No,35.67996791,-78.81351606,Dry,40 - 45  MPH,No Control Present,Clear,No,0,0,6
No,4.0,No,Not Applicable,C: Possible Injury,Male,Clarkton,Bladen,No,Saturday,Bicyclist Failed to Yield - Midblock,13.0,April,Bicyclist Ride Out - Residential Driveway,2014,42.03850604944766,Missing,Unknown Injury,Unknown,Unknown,Yes,34.48889183,-78.66800762,Dry,30 - 35  MPH,No Control Present,Clear,No,1,0,4
Yes,50.0,No,Facing Traffic,C: Possible Injury,Male,None - Rural Crash,Robeson,No,Tuesday,Head-On,16.0,June,Head-On - Bicyclist,2014,42.03850604944766,Unknown,Unknown Injury,Unknown,Unknown,Yes,34.71232744,-79.13270126,Dry,50 - 55  MPH,"Double Yellow Line, No Passing Zone",Clear,No,1,0,6
No,25.0,No,With Traffic,C: Possible Injury,Male,Durham,Durham,No,Thursday,Motorist Left Turn / Merge,18.0,June,Motorist Left Turn - Opposite Direction,2014,83.0,No,O: No Injury,Male,Passenger Car,No,35.96763022,-78.94254243,Dry,30 - 35  MPH,No Control Present,Clear,No,0,0,6
No,9.0,No,Facing Traffic,O: No Injury,Male,Laurinburg,Scotland,No,Sunday,Motorist Left Turn / Merge,14.0,May,Motorist Left Turn - Same Direction,2014,43.0,No,O: No Injury,Female,Passenger Car,No,34.78446692,-79.45500563,Dry,30 - 35  MPH,No Control Present,Clear,No,0,0,5
Yes,37.0,No,Facing Traffic,C: Possible Injury,Female,Zebulon,Wake,No,Tuesday,Motorist Failed to Yield - Sign-Controlled Intersection,14.0,June,Motorist Drive Out - Sign-Controlled Intersection,2014,49.0,No,O: No Injury,Female,Passenger Car,No,35.82028319,-78.32705995,Dry,30 - 35  MPH,Stop Sign,Clear,No,0,0,6
Yes,13.0,No,Facing Traffic,C: Possible Injury,Male,Durham,Durham,No,Sunday,Motorist Failed to Yield - Sign-Controlled Intersection,21.0,June,Motorist Drive Out - Sign-Controlled Intersection,2014,37.0,No,O: No Injury,Male,"Light Truck (Mini-Van, Panel)",No,35.99197279,-78.92148625,Dry,30 - 35  MPH,Stop Sign,Clear,No,0,0,6
No,47.0,No,With Traffic,C: Possible Injury,Male,Raleigh,Wake,No,Saturday,Motorist Failed to Yield - Sign-Controlled Intersection,19.0,May,Motorist Drive Out - Sign-Controlled Intersection,2014,30.0,No,O: No Injury,Male,Passenger Car,No,35.78138745,-78.64491672,Dry,30 - 35  MPH,Stop Sign,Clear,No,0,0,5
Yes,15.0,No,Not Applicable,C: Possible Injury,Male,Winston-Salem,Forsyth,No,Friday,Bicyclist Failed to Yield - Midblock,17.0,May,Bicyclist Ride Out - Residential Driveway,2014,30.0,No,O: No Injury,Female,Passenger Car,No,36.15614718,-80.22846142,Dry,20 - 25  MPH,No Control Present,Cloudy,No,0,0,5
Yes,25.0,No,With Traffic,C: Possible Injury,Male,Durham,Durham,No,Wednesday,Motorist Left Turn / Merge,17.0,June,Motorist Left Turn - Opposite Direction,2014,38.0,No,O: No Injury,Female,Sport Utility,No,36.00120811,-78.91124999,Dry,20 - 25  MPH,Stop And Go Signal,Cloudy,No,0,0,6
Yes,59.0,No,With Traffic,C: Possible Injury,Male,Southern Shores,Dare,No,Saturday,Motorist Failed to Yield - Midblock,11.0,May,Motorist Drive Out - Residential Driveway,2014,52.0,No,O: No Injury,Female,Sport Utility,No,36.12708926,-75.74234484,Dry,20 - 25  MPH,No Control Present,Clear,No,0,0,5
No,35.0,No,Facing Traffic,Unknown Injury,Unknown,Lumberton,Robeson,No,Tuesday,Motorist Failed to Yield - Midblock,22.0,May,Motorist Drive Out - Commercial Driveway / Alley,2014,42.03850604944766,Missing,Unknown Injury,Unknown,Unknown,Yes,34.61428116,-78.97998714,Wet,40 - 45  MPH,No Control Present,Cloudy,No,1,0,5
Yes,24.0,No,Facing Traffic,C: Possible Injury,Male,Raleigh,Wake,No,Wednesday,Motorist Failed to Yield - Midblock,14.0,June,Motorist Drive Out - Residential Driveway,2014,42.03850604944766,Missing,Unknown Injury,Unknown,Sport Utility,Yes,35.8501065,-78.57854838,Dry,20 - 25  MPH,No Control Present,Clear,No,1,0,6
Yes,3.0,No,Not Applicable,A: Suspected Serious Injury,Male,Raleigh,Wake,No,Wednesday,Non-Roadway,11.0,May,Non-Roadway,2014,28.0,No,O: No Injury,Female,Passenger Car,No,35.78547489,-78.54158642,Dry,30 - 35  MPH,No Control Present,Clear,No,0,0,5
Yes,21.0,No,With Traffic,A: Suspected Serious Injury,Male,None - Rural Crash,Cherokee,No,Thursday,Motorist Overtaking Bicyclist,23.0,June,Motorist Overtaking - Undetected Bicyclist,2014,33.0,No,O: No Injury,Male,Passenger Car,No,35.10082475,-84.01311527,Wet,50 - 55  MPH,No Control Present,Cloudy,No,0,0,6
No,68.0,No,With Traffic,O: No Injury,Male,Durham,Durham,No,Friday,Bicyclist Failed to Yield - Signalized Intersection,14.0,June,Bicyclist Ride Through - Signalized Intersection,2014,23.0,No,O: No Injury,Female,Passenger Car,No,35.98734719,-78.90654678,Dry,30 - 35  MPH,Stop And Go Signal,Clear,No,0,0,6
No,28.0,No,With Traffic,C: Possible Injury,Female,Durham,Durham,No,Sunday,Motorist Left Turn / Merge,21.0,June,Motorist Left Turn - Opposite Direction,2014,42.03850604944766,Missing,Unknown Injury,Unknown,Passenger Car,Yes,36.00336151,-78.89306723,Dry,Unknown,Stop And Go Signal,Cloudy,No,1,0,6
No,8.0,No,Facing Traffic,C: Possible Injury,Female,Cary,Wake,No,Thursday,Bicyclist Failed to Yield - Sign-Controlled Intersection,19.0,May,Bicyclist Ride Through - Sign-Controlled Intersection,2014,64.0,No,O: No Injury,Female,Sport Utility,No,35.79111882,-78.80973311,Dry,40 - 45  MPH,Stop Sign,Clear,No,0,0,5
Yes,7.0,No,Not Applicable,C: Possible Injury,Male,Raleigh,Wake,No,Thursday,Bicyclist Failed to Yield - Midblock,17.0,June,Bicyclist Ride Out - Residential Driveway,2014,51.0,No,O: No Injury,Male,Pickup,Yes,35.77536096,-78.63008416,Dry,30 - 35  MPH,No Control Present,Clear,No,0,0,6
Yes,47.0,No,Facing Traffic,A: Suspected Serious Injury,Male,Concord,Cabarrus,No,Wednesday,Motorist Failed to Yield - Midblock,16.0,June,Motorist Drive Out - Commercial Driveway / Alley,2014,45.0,No,O: No Injury,Female,"Light Truck (Mini-Van, Panel)",No,35.41277335,-80.61278389,Dry,40 - 45  MPH,Stop Sign,Clear,No,0,0,6
Yes,33.0,No,With Traffic,C: Possible Injury,Male,Winston-Salem,Forsyth,No,Tuesday,Motorist Failed to Yield - Sign-Controlled Intersection,19.0,May,Motorist Drive Out - Sign-Controlled Intersection,2014,60.0,No,O: No Injury,Male,Pickup,No,36.17173318,-80.252867,"Water (Standing, Moving)",40 - 45  MPH,Stop Sign,Clear,No,0,0,5
Yes,30.0,No,With Traffic,B: Suspected Minor Injury,Male,Winston-Salem,Forsyth,No,Monday,Motorist Right Turn / Merge,17.0,May,Motorist Right Turn - Same Direction,2014,44.0,No,O: No Injury,Male,Passenger Car,No,36.07797938,-80.28951572,Dry,20 - 25  MPH,Stop And Go Signal,Clear,No,0,0,5
No,17.0,No,With Traffic,O: No Injury,Male,None - Rural Crash,Catawba,No,Monday,Motorist Overtaking Bicyclist,21.0,June,Motorist Overtaking - Undetected Bicyclist,2014,30.0,No,O: No Injury,Female,Passenger Car,No,35.6789562,-81.10655298,Dry,50 - 55  MPH,Other,Clear,No,0,0,6
Yes,21.0,No,With Traffic,C: Possible Injury,Female,Greenville,Pitt,No,Friday,Loss of Control / Turning Error,12.0,June,Bicyclist Lost Control - Mechanical Problems,2014,65.0,No,O: No Injury,Male,Pickup,No,35.61175861,-77.37614914,Dry,20 - 25  MPH,Stop And Go Signal,Clear,No,0,0,6
No,14.0,No,With Traffic,C: Possible Injury,Male,None - Rural Crash,Edgecombe,No,Monday,Bicyclist Left Turn / Merge,17.0,June,Bicyclist Left Turn - Same Direction,2014,59.0,No,O: No Injury,Male,Pickup,No,35.92221426,-77.52405132,Dry,50 - 55  MPH,"Double Yellow Line, No Passing Zone",Clear,No,0,0,6
Yes,17.0,No,With Traffic,C: Possible Injury,Male,None - Rural Crash,Buncombe,No,Friday,Motorist Overtaking Bicyclist,19.0,June,Motorist Overtaking - Other / Unknown,2014,42.03850604944766,No,Unknown Injury,Unknown,Passenger Car,Yes,35.60596331,-82.47357807,Dry,30 - 35  MPH,"Double Yellow Line, No Passing Zone",Clear,No,1,0,6
Yes,47.0,No,With Traffic,A: Suspected Serious Injury,Male,None - Rural Crash,Pamlico,No,Thursday,Bicyclist Overtaking Motorist,13.0,April,Bicyclist Overtaking - Parked Vehicle,2014,35.0,Missing,O: No Injury,Male,Truck/Trailer,No,35.08046208,-76.64766674,Dry,40 - 45  MPH,Human Control,Clear,No,0,0,4
Yes,20.0,Unknown,With Traffic,Unknown Injury,Female,None - Rural Crash,New Hanover,No,Thursday,Loss of Control / Turning Error,15.0,June,Motorist Lost Control - Other / Unknown,2014,42.03850604944766,Unknown,Unknown Injury,Unknown,Unknown,Yes,34.06377847,-77.89838357,Dry,40 - 45  MPH,No Control Present,Clear,No,1,0,6
Yes,34.0,Yes,With Traffic,C: Possible Injury,Male,Fayetteville,Cumberland,Yes,Saturday,Motorist Overtaking Bicyclist,11.0,June,Motorist Overtaking - Bicyclist Swerved,2014,71.0,No,O: No Injury,Male,Passenger Car,No,35.04993177,-78.87047814,Dry,30 - 35  MPH,No Control Present,Clear,No,0,0,6
Yes,38.0,No,With Traffic,C: Possible Injury,Male,Raleigh,Wake,No,Tuesday,Motorist Failed to Yield - Sign-Controlled Intersection,19.0,June,Motorist Drive Out - Sign-Controlled Intersection,2014,20.0,No,O: No Injury,Male,Sport Utility,No,35.84903364,-78.61464775,Dry,40 - 45  MPH,No Control Present,Clear,No,0,0,6
Yes,20.0,No,With Traffic,C: Possible Injury,Male,Durham,Durham,No,Monday,Motorist Failed to Yield - Signalized Intersection,13.0,June,Motorist Drive Out - Signalized Intersection,2014,61.0,No,O: No Injury,Female,Passenger Car,No,36.00893718,-78.94270507,Dry,30 - 35  MPH,Stop And Go Signal,Clear,No,0,0,6
Yes,6.0,No,Not Applicable,C: Possible Injury,Male,Tabor City,Columbus,No,Saturday,Bicyclist Failed to Yield - Midblock,16.0,May,Bicyclist Ride Out - Residential Driveway,2014,44.0,No,O: No Injury,Female,Sport Utility,No,34.15385523,-78.88044763,Dry,20 - 25  MPH,No Control Present,Clear,No,0,0,5
Yes,5.0,No,Not Applicable,C: Possible Injury,Male,Charlotte,Mecklenburg,No,Thursday,Other / Unusual Circumstances,20.0,June,Play Vehicle-Related,2014,26.0,No,O: No Injury,Male,Passenger Car,No,35.25848128,-80.83109299,Dry,30 - 35  MPH,No Control Present,Clear,No,0,0,6
Yes,45.0,No,With Traffic,C: Possible Injury,Male,Raleigh,Wake,No,Thursday,Other / Unusual Circumstances,17.0,June,Unusual Circumstances,2014,50.0,No,C: Possible Injury,Female,Passenger Car,No,35.7765662,-78.62673405,Dry,30 - 35  MPH,Stop Sign,Clear,No,0,0,6
Yes,7.0,No,Not Applicable,C: Possible Injury,Male,Charlotte,Mecklenburg,No,Wednesday,Non-Roadway,18.0,June,Non-Roadway,2014,32.0,No,O: No Injury,Male,Passenger Car,No,35.15442527,-80.75313374,Dry,5 - 15 MPH,No Control Present,Clear,No,0,0,6
Yes,63.0,No,With Traffic,C: Possible Injury,Male,Wrightsville Beach,New Hanover,No,Thursday,Bicyclist Overtaking Motorist,8.0,June,Bicyclist Overtaking - Extended Door,2014,44.0,No,O: No Injury,Male,Passenger Car,No,34.20989802,-77.79445835,Dry,Unknown,No Control Present,Clear,No,0,0,6
No,54.0,No,With Traffic,O: No Injury,Male,Indian Beach,Carteret,No,Thursday,Bicyclist Overtaking Motorist,10.0,June,Bicyclist Overtaking - Parked Vehicle,2014,55.0,Missing,O: No Injury,Male,Police,No,34.68723922,-76.88964499,Dry,30 - 35  MPH,"Double Yellow Line, No Passing Zone",Clear,No,0,0,6
Yes,21.0,No,With Traffic,C: Possible Injury,Male,Garner,Wake,No,Friday,Crossing Paths - Other Circumstances,17.0,June,Sign-Controlled Intersection - Other / Unknown,2014,24.0,No,O: No Injury,Female,Passenger Car,No,35.71620038,-78.65564136,Wet,40 - 45  MPH,Stop And Go Signal,Cloudy,No,0,0,6
No,15.0,No,Facing Traffic,C: Possible Injury,Male,Charlotte,Mecklenburg,No,Monday,Bicyclist Failed to Yield - Signalized Intersection,15.0,June,Bicyclist Failed to Clear - Trapped,2014,42.03850604944766,Missing,Unknown Injury,Male,Unknown,Yes,35.23597525,-80.88068002,Dry,40 - 45  MPH,Stop And Go Signal,Clear,No,1,0,6
Yes,5.0,No,With Traffic,A: Suspected Serious Injury,Male,Wendell,Wake,No,Monday,Other / Unusual Circumstances,13.0,June,Play Vehicle-Related,2014,70.0,No,O: No Injury,Male,Sport Utility,No,35.78489085,-78.36605771,Dry,30 - 35  MPH,Stop Sign,Clear,No,0,0,6
No,33.0,No,Not Applicable,C: Possible Injury,Male,Asheville,Buncombe,No,Friday,Non-Roadway,20.0,May,Non-Roadway,2014,42.03850604944766,Missing,Unknown Injury,Unknown,Unknown,Yes,35.59717333,-82.55399656,Dry,Unknown,No Control Present,Clear,No,1,0,5
No,43.0,Unknown,With Traffic,C: Possible Injury,Male,None - Rural Crash,Lenoir,No,Sunday,Motorist Overtaking Bicyclist,16.0,June,Motorist Overtaking - Other / Unknown,2014,54.0,Unknown,O: No Injury,Female,Passenger Car,No,35.31054752,-77.73306444,Dry,50 - 55  MPH,"Double Yellow Line, No Passing Zone",Clear,No,0,0,6
Yes,71.0,No,Not Applicable,K: Killed,Male,Greensboro,Guilford,No,Friday,Crossing Paths - Other Circumstances,10.0,June,Crossing Paths - Uncontrolled Intersection,2014,57.0,No,O: No Injury,Male,"Single Unit Truck (2-Axle, 6-Tire)",No,36.03597362,-79.80027394,Dry,5 - 15 MPH,No Control Present,Clear,No,0,0,6
Yes,45.0,Unknown,With Traffic,A: Suspected Serious Injury,Male,Greensboro,Guilford,No,Thursday,Motorist Right Turn / Merge,0.0,July,Motorist Right Turn - Same Direction,2014,42.03850604944766,Missing,Unknown Injury,Unknown,Pickup,Yes,36.07842245,-79.7528973,Dry,30 - 35  MPH,No Control Present,Clear,No,1,0,7
No,13.0,No,Not Applicable,O: No Injury,Male,Salisbury,Rowan,No,Monday,Bicyclist Failed to Yield - Midblock,15.0,July,Bicyclist Ride Out - Midblock - Unknown,2014,21.0,No,O: No Injury,Female,Passenger Car,No,35.66843899,-80.47078208,Dry,30 - 35  MPH,Stop Sign,Clear,No,0,0,7
Yes,6.0,No,Not Applicable,C: Possible Injury,Male,Greensboro,Guilford,No,Sunday,Bicyclist Failed to Yield - Midblock,19.0,June,Bicyclist Ride Out - Residential Driveway,2014,27.0,No,O: No Injury,Female,Passenger Car,No,36.05147103,-79.84740295,Dry,30 - 35  MPH,No Control Present,Clear,No,0,0,6
Yes,27.0,No,Not Applicable,C: Possible Injury,Male,Calabash,Brunswick,No,Monday,Bicyclist Failed to Yield - Midblock,17.0,June,Bicyclist Ride Out - Commercial Driveway / Alley,2014,39.0,No,O: No Injury,Female,Van,No,33.8986627,-78.55228288,Dry,40 - 45  MPH,No Control Present,Clear,No,0,0,6
Yes,52.0,No,With Traffic,C: Possible Injury,Male,Winston-Salem,Forsyth,No,Saturday,Motorist Overtaking Bicyclist,21.0,June,Motorist Overtaking - Undetected Bicyclist,2014,21.0,No,O: No Injury,Female,Passenger Car,No,36.06325014,-80.21732887,Dry,30 - 35  MPH,"Double Yellow Line, No Passing Zone",Clear,No,0,0,6
Yes,50.0,Yes,With Traffic,C: Possible Injury,Male,Princeville,Edgecombe,Yes,Saturday,Bicyclist Left Turn / Merge,3.0,July,Bicyclist Left Turn - Same Direction,2014,57.0,No,O: No Injury,Male,Passenger Car,No,35.89001666,-77.51682398,Dry,30 - 35  MPH,"Double Yellow Line, No Passing Zone",Clear,No,0,0,7
Yes,7.0,No,Not Applicable,C: Possible Injury,Female,None - Rural Crash,Wake,No,Saturday,Non-Roadway,19.0,July,Non-Roadway,2014,48.0,No,O: No Injury,Female,Passenger Car,No,35.75595731,-78.51361795,Dry,Unknown,No Control Present,Clear,No,0,0,7
No,18.0,No,With Traffic,C: Possible Injury,Male,Raleigh,Wake,No,Saturday,Bicyclist Failed to Yield - Signalized Intersection,15.0,July,Bicyclist Ride Through - Signalized Intersection,2014,32.0,No,O: No Injury,Female,Sport Utility,No,35.78087267,-78.6289444,Dry,30 - 35  MPH,Stop And Go Signal,Clear,No,0,0,7
Yes,14.0,No,Facing Traffic,C: Possible Injury,Male,Kannapolis,Cabarrus,No,Sunday,Head-On,16.0,June,Head-On - Bicyclist,2014,40.0,No,O: No Injury,Male,Pickup,No,35.45794814,-80.60148209,Dry,40 - 45  MPH,No Control Present,Clear,No,0,0,6
No,28.0,No,With Traffic,O: No Injury,Male,Raleigh,Wake,No,Wednesday,Motorist Overtaking Bicyclist,11.0,June,Motorist Overtaking - Other / Unknown,2014,39.0,No,O: No Injury,Male,Passenger Car,No,35.79376,-78.68500769,Dry,30 - 35  MPH,No Control Present,Clear,No,0,0,6
Yes,17.0,No,With Traffic,A: Suspected Serious Injury,Male,Franklin,Macon,No,Thursday,Motorist Left Turn / Merge,22.0,July,Motorist Left Turn - Opposite Direction,2014,25.0,No,O: No Injury,Female,Van,No,35.18725872,-83.37119655,Dry,40 - 45  MPH,Stop And Go Signal,Clear,No,0,0,7
Yes,37.0,No,With Traffic,C: Possible Injury,Male,Concord,Cabarrus,No,Tuesday,Motorist Overtaking Bicyclist,8.0,July,Motorist Overtaking - Other / Unknown,2014,42.03850604944766,Missing,Unknown Injury,Unknown,Unknown,Yes,35.40097461,-80.62610278,Dry,30 - 35  MPH,No Control Present,Clear,No,1,0,7
Yes,65.0,No,Not Applicable,C: Possible Injury,Female,High Point,Guilford,No,Tuesday,Bicyclist Right Turn / Merge,17.0,June,Bicyclist Right Turn - Same Direction,2014,44.0,No,O: No Injury,Male,Passenger Car,No,36.01593584,-80.01403206,Dry,40 - 45  MPH,No Control Present,Clear,No,0,0,6
No,13.0,No,Not Applicable,C: Possible Injury,Male,Durham,Durham,No,Thursday,Loss of Control / Turning Error,15.0,July,Bicyclist Lost Control - Mechanical Problems,2014,42.03850604944766,Unknown,Unknown Injury,Unknown,Passenger Car,Yes,36.03724605,-78.87159556,Dry,30 - 35  MPH,No Control Present,Clear,No,1,0,7
No,57.0,Yes,With Traffic,C: Possible Injury,Male,Greenville,Pitt,Yes,Sunday,Motorist Overtaking Bicyclist,21.0,July,Motorist Overtaking - Other / Unknown,2014,42.03850604944766,Missing,Unknown Injury,Unknown,Unknown,Yes,35.58902688,-77.38853125,Dry,40 - 45  MPH,No Control Present,Clear,No,1,0,7
No,27.0,No,With Traffic,C: Possible Injury,Male,Gastonia,Gaston,No,Wednesday,Motorist Overtaking Bicyclist,21.0,June,Motorist Overtaking - Other / Unknown,2014,42.03850604944766,Missing,Unknown Injury,Unknown,Unknown,Yes,35.24767317,-81.2024102,Dry,30 - 35  MPH,No Control Present,Clear,No,1,0,6
No,45.0,No,With Traffic,O: No Injury,Male,Durham,Durham,No,Tuesday,Motorist Right Turn / Merge,18.0,July,Motorist Right Turn - Same Direction,2014,33.0,No,O: No Injury,Female,Passenger Car,No,36.00623693,-78.92044636,Dry,30 - 35  MPH,No Control Present,Clear,No,0,0,7
Yes,22.0,No,Facing Traffic,C: Possible Injury,Male,None - Rural Crash,Robeson,No,Thursday,Motorist Failed to Yield - Sign-Controlled Intersection,7.0,June,Motorist Drive Out - Sign-Controlled Intersection,2014,42.0,No,O: No Injury,Male,Passenger Car,No,34.63934992,-78.95709565,Dry,5 - 15 MPH,No Control Present,Clear,No,0,0,6
No,7.0,No,Not Applicable,O: No Injury,Male,None - Rural Crash,Wayne,No,Saturday,Bicyclist Failed to Yield - Midblock,11.0,July,Bicyclist Ride Out - Residential Driveway,2014,77.0,No,O: No Injury,Female,Passenger Car,No,35.32516375,-77.86073678,Dry,20 - 25  MPH,No Control Present,Clear,No,0,0,7
Yes,28.0,No,Facing Traffic,A: Suspected Serious Injury,Male,Greenville,Pitt,No,Thursday,Motorist Failed to Yield - Midblock,9.0,July,Motorist Drive Out - Commercial Driveway / Alley,2014,29.0,No,O: No Injury,Female,"Light Truck (Mini-Van, Panel)",No,35.61165265,-77.3741244,Dry,30 - 35  MPH,No Control Present,Cloudy,No,0,0,7
No,46.0,No,With Traffic,C: Possible Injury,Male,None - Rural Crash,Bladen,No,Thursday,Motorist Right Turn / Merge,10.0,July,Motorist Right Turn - Same Direction,2014,48.0,No,O: No Injury,Male,Pickup,No,34.64846555,-78.56781395,Dry,50 - 55  MPH,No Control Present,Clear,No,0,0,7
Yes,43.0,No,With Traffic,C: Possible Injury,Male,Cary,Wake,No,Friday,Motorist Left Turn / Merge,9.0,July,Motorist Left Turn - Opposite Direction,2014,57.0,No,O: No Injury,Female,Passenger Car,No,35.73956854,-78.80498748,Dry,Unknown,Stop Sign,Clear,No,0,0,7
Yes,52.0,No,With Traffic,Unknown Injury,Male,Smithfield,Johnston,No,Thursday,Motorist Overtaking Bicyclist,14.0,June,Motorist Overtaking - Bicyclist Swerved,2014,17.0,No,O: No Injury,Male,Passenger Car,No,35.52199171,-78.35786078,Dry,40 - 45  MPH,No Control Present,Clear,No,0,0,6
Yes,21.0,No,With Traffic,C: Possible Injury,Male,Charlotte,Mecklenburg,No,Saturday,Loss of Control / Turning Error,12.0,July,Bicyclist Lost Control - Mechanical Problems,2014,23.0,No,O: No Injury,Female,Passenger Car,No,35.22032513,-80.81216608,Wet,5 - 15 MPH,Stop And Go Signal,Rain,No,0,0,7
